"","date","NSEI.High","NSEI.Low","NSEI.Close","INR.X.LogPVTVReturn","GBPINR.X.LogPVTVReturn","JPYINR.X.LogPVTVReturn","CrudeOil.LogPVTVReturn","GOLD.LogPVTVReturn","SILVER.LogPVTVReturn","NSEI.LogPCTCReturn","GSPC.LogPCTCReturn","N225.LogTOPCReturn","NSEI.LogTOPCReturn","SGX.LogTOPCReturn","NSEI.Direction"
"2461",2017-09-05,9963.099609,9901.049805,9952.200195,0.00115041189597598,0.0101742828277747,0.012213639846977,0.405465108108164,-0.00339558900113879,0.0800427076735364,0.00396179600436319,-0.00757945848168795,0.00128738794553307,0.00205585969910516,0,"1"
"2462",2017-09-06,9963.099609,9901.049805,9952.200195,0.00115041189597598,0.0101742828277747,0.012213639846977,0.405465108108164,-0.00339558900113879,0.0800427076735364,-0.00362384879408317,-0.00757945848168795,-0.00515879984083512,-0.00533465515653475,-0.000752162502553944,"0"
"2463",2017-09-07,9931.549805,9882.549805,9916.200195,-0.00132059082629343,-0.000668930364644105,-0.00620835522168817,0,0,0.430782916092454,0.00138064383145498,0.00312384232793672,0.00389100808207488,0.00298553636867638,-0.000201126307999289,"1"
"2464",2017-09-08,9964.849609,9917.200195,9929.900391,-0.00102065015379615,0.00318983680757601,0.00692815560555315,0,0,-0.00626961301359508,0.000493278433705058,-0.000178451880057828,-0.00509420490704926,0.00289111261456831,0.000251035522843779,"1"
"2465",2017-09-11,9963.599609,9913.299805,9934.799805,0,0,0,2.19722457733622,0,0.0490896101965239,0.00714616524446932,-0.00148996013690184,0.00860473355847269,0.00371236982785028,-0.000502790497796113,"1"
"2466",2017-09-12,10028.650391,9968.799805,10006.049805,0.000467442776085569,0.00540743945602795,-0.00986986396776635,0,0,0.0637897378753296,0.00865715828557256,0.0107809748815884,0.00969263376671137,0.00506406492043432,0,"1"
"2467",2017-09-13,10097.549805,10028.049805,10093.049805,0.000118748810287173,0.00915457090287575,-0.00744833822924573,0,0,-0.0112995552539337,-0.0013632524118723,0.00335830257667524,0.00489633041319237,0.000614114811561706,0,"0"
"2468",2017-09-14,10131.950195,10063.150391,10079.299805,0.00199057548477199,-0.00428861072056019,-0.000628951971389125,0,0.00339558900113879,0.107630664192365,0.000723975079811368,0.000756834360798209,-0.000274437196678079,0.0027840710842213,0.000247457376728377,"1"
"2469",2017-09-15,10126.5,10070.349609,10086.599609,0.000622155943300839,0.0151345657524145,0.00603023811268466,0.0363676441708747,0.0431244266337538,-0.0154244703256312,-0.000118899266450256,-0.00110132385091077,-0.000688800272852674,-0.00240707457707678,0,"0"
"2470",2017-09-18,10115.150391,10043.650391,10085.400391,0,0,0,0,0.050643732818755,0.25877072895736,0.00669016681161949,0.00184547743380836,-0.00582820794391914,0.00471838232257227,0.000495221126348255,"1"
"2471",2017-09-19,10171.700195,10131.299805,10153.099609,0.000930126115962437,0.00966443886505619,-0.0133152018019899,0,0.0183491386681967,-0.146182510178081,-0.000546761241484006,0.00145486204172762,0.0109238029914529,0.0022136201580274,9.82366521729006e-05,"0"
"2472",2017-09-20,10178.950195,10129.950195,10147.549805,0.00130724132927629,0.00121245735908637,0.000572815246298708,0,0.00604231445596248,0.0137933221323356,-0.000630835307378064,0.00110957955448043,9.601895910194e-05,0.00131968308292585,0.000442510516846184,"0"
"2473",2017-09-21,10171.049805,10134.200195,10141.150391,-0.000233297876194527,-0.00213688383677191,-0.00887195085207781,0,0.0470675108579863,0.171609901199027,-0.00190001061520384,0.000634146746002706,0.00716460993614731,-0.000152931425416725,0,"0"
"2474",2017-09-22,10158.900391,10058.599609,10121.900391,0.00803499679517117,0.014693790563685,0.00887021554384793,0,0.014265577158822,0.330962580810244,-0.0156826515476034,-0.00305056571600559,0.00324471029950324,-0.00272560925553478,-0.000295887170517872,"0"
"2475",2017-09-25,10095.049805,9952.799805,9964.400391,0,0,0,0,0.0140649294674038,-0.0111112254250711,-0.00925557668470489,0.000647583976344457,0.00701990775691286,-0.000431707904017031,0.00100110129494091,"0"
"2476",2017-09-26,9960.5,9816.049805,9872.599609,0.00711634060832367,-0.000419440225481793,0.0132802519936581,0.0689928714869517,0,0.0932766254685609,-0.00011138608727812,-0.00222452286230723,-0.00237173409450442,0.000268423253000805,-0.000303582273126324,"0"
"2477",2017-09-27,9891.349609,9813,9871.5,0.00129998773352202,-0.000907564856428067,-0.00419564834976549,0.125163142954006,-0.0140649294674038,0.0640613080528762,-0.0138471401230706,7.21642135088629e-05,-0.00297385073742262,0.00496154634358703,0.000760668410624277,"0"
"2478",2017-09-28,9921.049805,9714.400391,9735.75,0.0026743702663774,-0.000990416703256614,-0.00161430258649808,-0.0298529631496813,0.0416148812356347,-0.0439094926155681,0.00340433092869574,0.00407682233325257,0.00647133070869899,6.68021751248915e-05,0.000359407494947561,"1"
"2479",2017-09-29,9789.200195,9687.549805,9768.950195,-0.00252131388054533,-0.000186847645267108,0.000965796922029138,-0.129211731480006,0.0858784891376381,-0.133175203840704,0.00200939491995733,0.00120389081571659,-0.00234864179316929,0.0046314775192684,0.00321929811238775,"1"
"2480",2017-10-03,9854,9775.349609,9788.599609,0,0,0,0,0.108597167307,-0.0407032931135038,0.0072170540818739,0.00369826273919749,0.00582741042142843,0.0106393373351192,0.00376724978457332,"1"
"2481",2017-10-04,9895.400391,9831.049805,9859.5,0.00127059695900744,-0.0129047050190287,-0.00211012152493273,0.0666913744986721,0.0836500292869244,0.0292418495944977,0.00560325823819774,0.00602303013250793,0.00226482805063988,0.0025172013172039,-0.000354511158151993,"1"
"2482",2017-10-05,9938.299805,9850.650391,9914.900391,-0.00649382252599651,-0.00712944785988068,-0.00627218329957013,0,0.178542132951417,0.00287769982761521,-0.00264600481842692,0.00124594361807606,0.00116532541120051,0.0012196019797841,-0.000150803026400581,"0"
"2483",2017-10-06,9945.950195,9881.849609,9888.700195,0.00292557578540364,-0.00618966961303613,0.00335893703004908,0,0.0888742420407809,0.036675478558406,0.00916033848160858,0.00563090398283173,0.00427081003017626,0.00196497944699203,0.000352742577165444,"1"
"2484",2017-10-09,9989.349609,9906.599609,9979.700195,0,0,0,0,0.0416405570443166,0.213680636280689,0.000906410415552727,-0.00107421107345562,0.00126250733569577,0.000851366477936821,0.00029935638601053,"1"
"2485",2017-10-10,10015.75,9959.450195,9988.75,0.00313261320730884,0.00552110819330576,0.00416263143304541,0,0.0728123554749676,0.0243105895006162,0.00281921786321249,-0.00180606400318517,-0.000491736421050604,0.00249471516706912,-4.98914860287414e-05,"1"
"2486",2017-10-11,10034,10002.299805,10016.950195,-0.00268952781654086,0.0023976221186448,9.12731660108745e-05,0,0.0834939621777515,0.057279706823298,-0.00321476047732538,0.00231971998008174,-0.000951244361651504,0.00255732837769429,-0.000747030588289732,"0"
"2487",2017-10-12,10067.25,9955.799805,9984.799805,-0.000513629208024113,0.00165547792550758,-0.00130444728119539,0,0.0355367342767874,0.120299911484498,0.0111150462996186,0.00180188267254078,0.00367644627564445,0.002640568647724,-0.00050070099183408,"1"
"2488",2017-10-13,10104.450195,9977.099609,10096.400391,-0.00244759109304571,-0.000592017038423265,-0.000712391414159907,0,0.116396649741823,-0.00182982667707599,0.00701249694425776,-0.00168817688774858,0.000235692519924058,0.00270026555721437,0,"1"
"2489",2017-10-16,10191.900391,10120.099609,10167.450195,0,0,0,0,0.0602981338446167,0.0909717782057262,0.00621616691185345,0.000877721912925011,0.00311918047887261,0.00392152541474999,0.00146792608440727,"1"
"2490",2017-10-17,10242.950195,10175.099609,10230.849609,-0.0054168988972414,-0.00627957018271008,-0.00502527963491683,-0.0327898228229908,0.114410351177744,-0.0271203062191931,0.000351872298146816,0.00174922264829469,0.0045348362608717,-0.000312751963837954,-0.000291842990543856,"1"
"2491",2017-10-18,10251.849609,10212.599609,10234.450195,0.00361200870031109,-0.000778289043064539,0.00345208203306702,0,0.208687277780933,0.0371037502033769,-0.00230865741355224,0.000672352575650237,0.00180474466143643,-0.00245059671423853,0.000584538961550862,"0"
"2492",2017-10-19,10236.450195,10175.75,10210.849609,0.00171421179094011,0.00308723333180261,-0.0053893539333133,0,0.0608915613562147,0.00165426009602676,-0.00631711512073885,0.000742059767674164,0.0040636357721926,-4.89687206659539e-05,0.000633852626112485,"0"
"2493",2017-10-23,10211.950195,10123.349609,10146.549805,-0.00208547246672541,-0.00681766024809782,0.000864945282743945,0,0.0680909227419395,-0.0133113446382396,0.00376755662745509,0.000327944157669791,0.0120851526815766,0.00296219175323742,-0.00245579691202913,"1"
"2494",2017-10-24,10224.150391,10124.5,10184.849609,0.0020054724648384,0.00624966769813806,-0.00383367489530451,0,0.14805309995914,0.177564307021694,0.00224107291960607,0.00112340055511595,-0.00122907322168508,0.00330339331814677,-9.80440218434353e-05,"1"
